TotalSF,Overall Qual,Neighborhood,Bsmt Qual,Exter Qual,Kitchen Qual,Garage Cars,TotalBathrooms,Age,Garage Finish,SalePrice
9369721.0,6,NAmes,TA,TA,TA,2.0,1.0,59,Unf,128500
4326400.0,4,NAmes,,TA,TA,2.0,2.0,60,Unf,90000
25160256.0,5,NAmes,TA,TA,TA,1.0,1.5,59,Unf,138000
9753129.0,5,NAmes,TA,TA,TA,1.0,1.0,51,RFn,128000
13741849.0,5,NAmes,TA,TA,TA,1.0,1.0,51,Unf,139000
4822416.0,5,NAmes,TA,TA,TA,1.0,1.0,57,Unf,118900
8375236.0,5,NAmes,Gd,TA,TA,1.0,1.0,50,RFn,138000
11861136.0,5,NAmes,TA,TA,TA,1.0,1.0,50,Unf,132500
14092516.0,4,NAmes,TA,TA,TA,1.0,2.0,60,Unf,133500
11716929.0,6,NAmes,TA,TA,TA,2.0,1.0,61,Unf,135000
19289664.0,6,NAmes,TA,TA,TA,2.0,1.5,45,Unf,144750
7969329.0,5,NAmes,Gd,TA,Gd,2.0,1.0,31,Unf,145000
9828225.0,6,NAmes,TA,TA,TA,1.0,1.0,46,RFn,127000
7193124.0,5,NAmes,TA,TA,TA,1.0,1.0,47,Unf,109500
10666756.0,6,OldTown,TA,TA,TA,1.0,1.0,83,Unf,115000
8410000.0,5,OldTown,TA,TA,TA,2.0,1.5,99,Unf,110000
13373649.0,6,OldTown,TA,TA,Gd,1.0,1.0,74,Unf,128900
23619600.0,6,OldTown,TA,TA,TA,2.0,2.0,99,Unf,103500
8631844.0,5,OldTown,TA,TA,TA,1.0,1.5,68,Unf,66500
8133904.0,5,OldTown,TA,TA,Gd,2.0,1.5,99,Unf,130000
11778624.0,5,OldTown,TA,Gd,TA,0.0,2.0,99,,129000
14485636.0,5,OldTown,TA,TA,TA,2.0,1.5,70,Unf,150000
32924644.0,5,OldTown,TA,TA,TA,1.0,2.0,117,RFn,107500
16016004.0,4,OldTown,Fa,Fa,Fa,0.0,2.0,89,,94550
23814400.0,5,OldTown,TA,TA,TA,2.0,2.0,57,Unf,124500
11758041.0,7,OldTown,TA,TA,TA,1.0,1.5,63,Unf,135000
13653025.0,5,OldTown,Fa,TA,TA,0.0,1.0,99,,103000
7884864.0,4,OldTown,Fa,Fa,TA,2.0,1.0,56,Unf,93000
11723776.0,5,OldTown,TA,TA,TA,1.0,1.5,59,Unf,129500
12852225.0,5,OldTown,TA,TA,Gd,1.0,2.0,55,Unf,93000
6671889.0,4,OldTown,Fa,TA,TA,2.0,1.0,89,Unf,80000
1498176.0,2,OldTown,,TA,TA,1.0,1.0,69,Unf,45000
6431296.0,3,OldTown,TA,TA,TA,0.0,1.0,99,,37900
3849444.0,5,OldTown,Fa,TA,TA,1.0,1.0,71,Unf,91300
4875264.0,5,OldTown,Fa,Gd,TA,1.0,1.0,86,Unf,99500
13249600.0,4,OldTown,TA,TA,TA,0.0,2.0,89,,113000
13667809.0,4,OldTown,Fa,Gd,Gd,2.0,2.0,99,Unf,87500
10810944.0,5,OldTown,TA,TA,TA,1.0,1.5,62,Unf,110000
26265625.0,5,OldTown,TA,TA,TA,2.0,2.0,111,Unf,106000
42510400.0,7,OldTown,TA,Gd,Gd,4.0,1.5,129,Unf,265979
24314761.0,6,OldTown,Fa,TA,Ex,1.0,2.0,109,Unf,160000
10240000.0,6,OldTown,TA,TA,Ex,1.0,1.0,92,Unf,119000
19360000.0,8,OldTown,TA,Gd,Gd,2.0,1.5,127,Unf,168000
5089536.0,4,OldTown,TA,TA,TA,0.0,1.0,99,,58500
13060996.0,7,OldTown,TA,TA,TA,2.0,1.0,89,Unf,143000
9400356.0,5,OldTown,TA,TA,TA,1.0,1.0,99,Unf,85000
22146436.0,5,OldTown,TA,TA,TA,2.0,1.0,119,Unf,124900
12222016.0,6,OldTown,TA,Fa,TA,1.0,1.0,89,Unf,119000
14311089.0,6,OldTown,TA,TA,Gd,3.0,1.0,99,Unf,146500
4665600.0,4,IDOTRR,TA,TA,TA,0.0,1.0,89,,34900
3381921.0,3,IDOTRR,Fa,TA,TA,0.0,1.0,109,,44000
20034576.0,5,BrkSide,TA,TA,Gd,2.0,1.5,86,RFn,223500
15100996.0,6,BrkSide,TA,TA,Gd,1.0,1.0,86,Unf,149000
16386304.0,7,BrkSide,TA,Gd,Ex,2.0,2.5,84,Unf,205000
12996025.0,5,BrkSide,TA,TA,TA,1.0,2.0,79,Unf,137000
8156736.0,6,BrkSide,TA,TA,Fa,1.0,1.0,93,Unf,121000
11022400.0,4,BrkSide,TA,TA,TA,1.0,1.0,73,Unf,128000
9302500.0,6,BrkSide,TA,Gd,TA,2.0,1.0,72,Unf,134900
12816400.0,5,BrkSide,TA,TA,TA,1.0,1.0,84,Unf,117000
12988816.0,6,BrkSide,TA,TA,TA,1.0,1.0,70,Unf,132500
7573504.0,5,BrkSide,TA,TA,TA,1.0,1.0,85,Fin,93000
7246864.0,6,BrkSide,TA,Gd,TA,1.0,1.0,83,Unf,119000
14040009.0,5,BrkSide,TA,TA,Fa,2.0,1.0,85,Unf,100000
16040025.0,5,BrkSide,TA,TA,TA,2.0,1.5,73,Unf,141500
16240900.0,4,BrkSide,TA,TA,Gd,1.0,1.0,74,Unf,133000
3474496.0,2,BrkSide,TA,Fa,Fa,0.0,1.0,73,,60000
6076225.0,5,BrkSide,TA,TA,TA,1.0,1.0,78,Unf,105000
8702500.0,5,BrkSide,TA,TA,TA,1.0,1.0,84,Unf,115000
16941456.0,5,BrkSide,TA,TA,TA,1.0,2.0,71,Unf,150000
10342656.0,5,BrkSide,TA,TA,TA,5.0,1.0,84,Unf,126500
26132544.0,6,BrkSide,TA,TA,Gd,2.0,2.0,93,Unf,214500
22714756.0,7,BrkSide,Gd,TA,Gd,2.0,1.0,99,Unf,167500
21013056.0,6,OldTown,TA,TA,TA,2.0,2.0,94,Unf,155000
20811844.0,7,OldTown,TA,Gd,Ex,1.0,1.5,94,Unf,155000
20793600.0,7,OldTown,TA,TA,TA,1.0,2.0,94,Unf,179900
23444964.0,6,OldTown,TA,TA,TA,0.0,1.0,97,,104000
28047616.0,5,OldTown,TA,TA,TA,0.0,2.0,87,,62500
20976400.0,6,IDOTRR,TA,TA,TA,1.0,2.0,82,Unf,149000
8042896.0,4,IDOTRR,TA,TA,TA,2.0,1.0,84,Unf,103000
11135569.0,6,OldTown,TA,TA,Gd,1.0,1.0,94,Unf,123000
22543504.0,7,OldTown,TA,TA,TA,0.0,2.5,107,,97500
20575296.0,6,IDOTRR,TA,TA,TA,1.0,1.0,82,Unf,135000
6980164.0,4,IDOTRR,Gd,TA,Gd,0.0,1.0,86,,70000
12278016.0,6,IDOTRR,TA,TA,TA,1.0,1.5,94,Unf,116000
3873024.0,4,Sawyer,Fa,TA,Fa,1.0,1.0,63,Unf,88750
12960000.0,5,Edwards,Gd,TA,TA,0.0,3.0,22,,179000
12960000.0,5,Edwards,Gd,TA,TA,0.0,3.0,22,,179000
11943936.0,5,Edwards,Gd,TA,TA,1.0,2.0,31,Unf,159900
6205081.0,1,Edwards,Fa,Fa,Fa,0.0,0.5,87,,61000
11628100.0,6,Edwards,TA,TA,TA,1.0,2.0,84,Unf,103600
7890481.0,5,Edwards,TA,TA,TA,1.0,2.0,75,Unf,63000
11888704.0,5,Sawyer,Gd,TA,TA,2.0,2.0,46,RFn,175000
11309769.0,5,Sawyer,TA,TA,TA,2.0,1.0,46,Unf,139000
18352656.0,6,Sawyer,TA,TA,TA,2.0,2.5,31,RFn,172500
9960336.0,5,Sawyer,TA,TA,TA,1.0,1.5,42,Fin,113500
7086244.0,5,Sawyer,TA,TA,Gd,1.0,1.0,42,Fin,130000
6370576.0,6,Sawyer,Gd,TA,TA,2.0,1.0,31,Fin,149900
6625476.0,5,Sawyer,Gd,TA,TA,2.0,1.0,27,Unf,134900
6553600.0,5,Sawyer,TA,TA,TA,2.0,1.0,27,Unf,137000
10732176.0,5,Sawyer,TA,TA,TA,1.0,1.0,47,Unf,139000
14753281.0,5,Sawyer,TA,TA,TA,1.0,2.0,48,Unf,165000
11655396.0,6,Sawyer,TA,TA,TA,2.0,1.0,49,RFn,148000
24671089.0,5,ClearCr,TA,TA,TA,1.0,1.5,53,Unf,165000
1742400.0,2,Sawyer,,TA,Fa,0.0,1.0,62,,63900
21902400.0,4,ClearCr,TA,TA,TA,1.0,1.0,52,Unf,161500
19210689.0,5,ClearCr,TA,TA,Ex,1.0,1.0,41,Unf,143000
12902464.0,4,Edwards,TA,TA,TA,1.0,1.0,53,RFn,135000
6671889.0,4,Edwards,TA,TA,TA,2.0,1.0,69,Unf,82500
28633201.0,5,ClearCr,TA,Gd,TA,1.0,1.0,54,Fin,190000
12013156.0,3,Edwards,,TA,TA,2.0,2.0,54,Unf,139600
7650756.0,4,Edwards,,TA,TA,2.0,1.0,55,Unf,122000
23174596.0,6,Edwards,TA,TA,TA,2.0,1.0,53,Unf,127500
10361961.0,5,Edwards,TA,TA,TA,1.0,1.0,53,Unf,121500
14653584.0,5,Edwards,TA,TA,TA,1.0,1.0,51,Unf,60000
16200625.0,6,Edwards,TA,TA,Gd,1.0,1.5,63,Unf,154400
4064256.0,4,Edwards,TA,TA,TA,1.0,1.0,68,Unf,113000
10673289.0,5,Edwards,Gd,TA,TA,1.0,1.0,55,RFn,125000
2856100.0,4,Edwards,,TA,TA,1.0,1.0,52,Unf,84000
9903609.0,5,Edwards,Gd,Gd,Gd,1.0,2.0,25,Fin,139500
17640000.0,5,Edwards,TA,TA,TA,1.0,1.5,60,Unf,131000
9461776.0,6,Edwards,TA,TA,TA,1.0,1.0,70,Unf,105000
14250625.0,4,Edwards,TA,TA,TA,1.0,1.0,69,Unf,108000
10086976.0,7,SawyerW,Gd,Gd,Gd,2.0,1.5,19,Unf,162000
10214416.0,6,SawyerW,Gd,Gd,Gd,2.0,1.5,26,Unf,156500
33177600.0,8,SawyerW,Gd,Gd,Gd,2.0,1.5,26,Fin,316600
42902500.0,7,SawyerW,Gd,Gd,Gd,3.0,2.0,19,RFn,271900
18404100.0,7,SawyerW,Gd,Gd,Gd,2.0,2.5,16,Unf,213000
23396569.0,7,SawyerW,Gd,Gd,Gd,2.0,2.5,16,RFn,239900
26708224.0,8,SawyerW,Gd,Gd,Gd,2.0,2.5,14,RFn,239500
16257024.0,5,SawyerW,,Gd,TA,2.0,1.0,129,Unf,131000
9424900.0,5,SawyerW,,TA,TA,2.0,2.0,30,Unf,118964
12489156.0,5,SawyerW,Gd,TA,TA,2.0,1.0,30,Unf,153337
19855936.0,5,SawyerW,,TA,TA,2.0,2.0,30,Unf,147983
9424900.0,5,SawyerW,,TA,TA,2.0,2.0,30,Unf,118858
9424900.0,5,SawyerW,,TA,TA,2.0,2.0,30,Unf,118858
20070400.0,5,SawyerW,,TA,TA,2.0,2.0,30,Unf,142953
12616704.0,5,SawyerW,Gd,TA,Gd,2.0,1.0,30,Unf,148325
9156676.0,5,SawyerW,,TA,TA,2.0,2.0,30,Unf,113722
45454564.0,7,SawyerW,Ex,TA,TA,4.0,5.0,9,Fin,269500
45454564.0,7,SawyerW,Ex,TA,TA,4.0,5.0,9,Fin,269500
45454564.0,7,SawyerW,Ex,TA,TA,4.0,5.0,9,Fin,269500
24157225.0,9,CollgCr,Ex,Ex,Ex,3.0,1.5,0,Fin,323262
26429881.0,8,CollgCr,Ex,Gd,Gd,3.0,2.0,2,RFn,297000
23833924.0,8,CollgCr,Ex,Gd,Ex,3.0,2.0,1,RFn,295493
26625600.0,9,CollgCr,Ex,Ex,Ex,3.0,2.0,1,RFn,332000
19395216.0,8,CollgCr,Gd,Gd,Gd,3.0,2.0,1,RFn,239900
19377604.0,8,CollgCr,Gd,Gd,Gd,2.0,2.5,2,RFn,212000
30404196.0,8,CollgCr,Ex,Gd,Gd,2.0,2.0,2,RFn,272500
29160000.0,9,CollgCr,Ex,Gd,Ex,2.0,2.0,2,Fin,239000
23155344.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,3,RFn,220000
14915044.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,2,RFn,200000
14152644.0,8,CollgCr,Gd,Gd,Gd,3.0,2.0,1,RFn,221800
13660416.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,2,RFn,194500
20196036.0,8,CollgCr,Ex,Gd,Gd,3.0,2.0,4,Fin,237000
12588304.0,6,CollgCr,Gd,Gd,Gd,2.0,2.5,4,Fin,173000
23097636.0,7,SawyerW,Gd,Gd,Gd,2.0,2.0,20,Fin,275000
24671089.0,7,ClearCr,Gd,Gd,Gd,2.0,2.5,17,Unf,233500
27720225.0,5,ClearCr,TA,TA,TA,2.0,2.5,42,Fin,185000
9734400.0,5,CollgCr,Gd,TA,Gd,2.0,1.0,13,Unf,152000
8820900.0,5,CollgCr,TA,TA,TA,1.0,1.0,15,RFn,143000
19855936.0,6,CollgCr,Gd,TA,Gd,2.0,2.5,12,RFn,231500
16982641.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,13,RFn,212000
19263321.0,7,CollgCr,Gd,TA,TA,2.0,2.0,11,Fin,207000
10830681.0,5,CollgCr,Gd,TA,TA,2.0,1.5,15,Unf,145000
8820900.0,5,CollgCr,Gd,TA,TA,2.0,1.0,15,Unf,138000
19571776.0,7,CollgCr,Gd,TA,Gd,2.0,2.5,11,RFn,197900
20178064.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,10,RFn,204000
18429849.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,10,Fin,192000
19998784.0,6,CollgCr,Gd,TA,TA,2.0,2.5,11,RFn,200000
17230801.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,7,RFn,195000
22268961.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,7,RFn,227000
21381376.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,8,RFn,230000
18258529.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,8,RFn,187100
18653761.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,7,RFn,203000
20034576.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,8,RFn,201000
9734400.0,5,CollgCr,Gd,TA,TA,0.0,2.0,31,,124000
7403841.0,5,CollgCr,Gd,TA,TA,1.0,1.0,31,Unf,140000
7518564.0,5,CollgCr,TA,TA,TA,2.0,1.0,30,Unf,134900
9734400.0,5,CollgCr,Gd,TA,Gd,2.0,2.0,32,Unf,150500
6718464.0,5,CollgCr,TA,Gd,TA,1.0,1.0,31,Unf,136500
14470416.0,5,CollgCr,Gd,TA,Gd,1.0,1.5,32,Unf,143500
6718464.0,5,CollgCr,TA,TA,TA,1.0,1.0,37,Unf,133500
7193124.0,5,CollgCr,TA,TA,TA,2.0,1.0,37,RFn,123000
5308416.0,5,CollgCr,Gd,TA,TA,1.0,1.0,37,Fin,133900
5308416.0,5,CollgCr,Gd,TA,TA,2.0,1.0,37,Unf,133000
22953681.0,7,CollgCr,Gd,Gd,Gd,3.0,2.0,7,RFn,250000
29550096.0,8,CollgCr,Gd,Gd,Gd,2.0,2.5,6,RFn,254750
28398241.0,8,CollgCr,Gd,Gd,Ex,2.0,2.0,8,RFn,236500
25431849.0,8,CollgCr,Gd,Gd,Ex,2.0,2.5,8,RFn,261500
33016516.0,9,CollgCr,Ex,Gd,Ex,3.0,2.5,9,Fin,313000
18404100.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,7,RFn,198500
21939856.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,8,RFn,211000
20142144.0,8,CollgCr,Gd,Gd,Gd,2.0,2.0,10,Fin,220000
20358144.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,13,Fin,203000
30008484.0,8,CollgCr,Ex,Gd,Gd,2.0,2.0,7,Fin,279500
18071001.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,12,Unf,210000
26265625.0,7,CollgCr,Gd,TA,Gd,2.0,2.5,12,RFn,219500
18593344.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,13,RFn,191000
13220496.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,8,RFn,178000
23912100.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,9,Unf,213000
6471936.0,6,CollgCr,Gd,Gd,Gd,2.0,1.0,6,Fin,144000
6471936.0,6,CollgCr,Gd,Gd,Gd,2.0,1.0,6,Fin,140000
22867524.0,8,CollgCr,Gd,Gd,Gd,3.0,2.0,2,RFn,293200
18662400.0,7,CollgCr,Gd,Gd,Gd,2.0,2.5,5,RFn,190000
20250000.0,7,CollgCr,Gd,Gd,Gd,2.0,2.0,5,RFn,190000
13616100.0,6,CollgCr,Gd,Gd,Gd,2.0,2.5,4,Fin,173500
11560000.0,6,CollgCr,Gd,Gd,Gd,2.0,2.5,2,Fin,170000
5071504.0,4,Edwards,,TA,Gd,2.0,2.0,60,Fin,108000
19873764.0,5,Edwards,TA,TA,TA,2.0,1.0,45,Fin,167000
5992704.0,4,Edwards,TA,TA,TA,1.0,1.0,71,Unf,100000
14776336.0,7,Edwards,,Gd,Gd,2.0,3.0,6,RFn,198500
12545764.0,6,Edwards,TA,TA,TA,2.0,1.5,32,Fin,159500
10969344.0,4,Edwards,TA,TA,TA,1.0,1.0,49,Fin,127000
10830681.0,6,Edwards,TA,TA,TA,1.0,1.0,33,Unf,125000
25948836.0,9,Edwards,Ex,Ex,Ex,3.0,2.0,2,Fin,320000
7241481.0,6,Edwards,Gd,TA,TA,2.0,1.0,4,Fin,145500
4384836.0,5,Edwards,TA,TA,TA,0.0,1.0,62,,118000
6906384.0,4,Edwards,TA,TA,TA,1.0,1.0,50,Unf,85000
14546596.0,5,Edwards,Fa,TA,TA,1.0,1.0,59,RFn,120000
9351364.0,4,Edwards,,TA,TA,1.0,2.0,64,Unf,98000
6718464.0,5,Edwards,Fa,TA,TA,0.0,1.0,87,,99900
3564544.0,3,Edwards,,TA,Fa,2.0,1.0,57,Unf,82000
25341156.0,5,Edwards,TA,TA,TA,0.0,2.0,50,,119900
18232900.0,5,Edwards,TA,TA,TA,1.0,1.0,53,Unf,103500
6718464.0,4,Edwards,TA,TA,TA,1.0,1.0,53,Unf,112000
9461776.0,6,Edwards,TA,TA,Gd,2.0,1.0,89,Unf,110000
10995856.0,5,Edwards,TA,TA,TA,1.0,1.0,68,Unf,122000
17572864.0,5,Edwards,TA,TA,TA,2.0,2.0,68,Unf,117000
11343424.0,5,SWISU,TA,TA,TA,1.0,1.5,71,Unf,160000
14691889.0,5,SWISU,TA,TA,TA,1.0,1.0,77,Unf,159434
1359556.0,2,SWISU,TA,TA,Fa,1.0,1.0,89,Unf,60000
14107536.0,6,SWISU,TA,TA,TA,1.0,2.0,69,Unf,139500
43441281.0,7,SWISU,TA,TA,TA,2.0,2.5,89,Fin,197000
9406489.0,6,SWISU,TA,TA,TA,1.0,1.5,74,Unf,105000
25847056.0,4,SWISU,TA,TA,Gd,2.0,2.0,81,Unf,135000
10758400.0,6,Crawfor,TA,Gd,Gd,2.0,1.0,93,Unf,147500
17572864.0,6,SWISU,TA,TA,Gd,1.0,2.5,84,Unf,137450
8008900.0,7,SWISU,Gd,Gd,Gd,2.0,1.0,73,RFn,155000
22297284.0,6,Crawfor,TA,TA,TA,2.0,1.5,81,Unf,177000
14554225.0,7,SWISU,TA,TA,TA,1.0,2.0,81,Unf,145000
9339136.0,7,Crawfor,TA,TA,TA,1.0,1.0,91,Unf,137000
29550096.0,7,Crawfor,Gd,Gd,Gd,1.0,1.5,83,Unf,234000
15792676.0,5,Crawfor,TA,TA,TA,2.0,1.5,69,Unf,205000
14130081.0,6,Crawfor,TA,TA,Gd,1.0,1.0,67,Unf,177500
11182336.0,5,Crawfor,TA,Gd,TA,1.0,1.5,69,Unf,160000
14584761.0,5,Crawfor,TA,TA,TA,1.0,1.0,49,Unf,155000
7862416.0,5,Crawfor,Gd,TA,TA,2.0,1.0,88,Unf,163500
11675889.0,5,Crawfor,TA,TA,TA,1.0,1.5,88,Unf,154900
34574400.0,7,Crawfor,TA,TA,TA,2.0,2.5,69,Unf,205000
11128896.0,5,Crawfor,TA,TA,TA,1.0,1.0,55,Unf,144800
14684224.0,7,Crawfor,TA,TA,Fa,1.0,1.5,68,Unf,174500
21930489.0,6,Crawfor,TA,TA,TA,2.0,2.0,49,Fin,193000
16916769.0,5,Crawfor,TA,TA,Fa,1.0,2.0,60,Unf,158000
11532816.0,6,Crawfor,TA,TA,Gd,1.0,1.0,59,Unf,158500
26234884.0,6,Crawfor,TA,TA,TA,2.0,1.5,55,Unf,224000
6656400.0,6,Blueste,TA,TA,TA,2.0,1.0,29,Unf,115000
9114361.0,6,Blueste,Gd,TA,Gd,2.0,1.5,29,Fin,137000
9114361.0,6,Blueste,Gd,TA,TA,2.0,1.5,29,Fin,121000
9114361.0,6,Blueste,Gd,TA,TA,2.0,1.5,29,Fin,124000
20575296.0,6,Crawfor,TA,TA,TA,2.0,2.5,23,Fin,208000
42680089.0,7,Crawfor,Gd,Gd,Ex,2.0,2.0,38,Fin,315000
17977600.0,6,Crawfor,Gd,Gd,Gd,2.0,2.0,21,Fin,222000
11289600.0,5,IDOTRR,TA,TA,TA,1.0,1.0,89,Unf,147000
22886656.0,5,IDOTRR,TA,TA,Gd,2.0,2.0,109,Unf,123000
8880400.0,5,IDOTRR,TA,TA,TA,1.0,1.0,89,Unf,78000
12616704.0,3,IDOTRR,TA,Fa,Fa,0.0,1.0,94,,85000
2944656.0,4,IDOTRR,TA,TA,TA,1.0,1.0,84,Unf,75000
23931664.0,8,Crawfor,Ex,Ex,Ex,2.0,2.0,2,Fin,230000
2624400.0,2,IDOTRR,,Fa,TA,1.0,1.0,99,Unf,57625
27154521.0,8,Mitchel,Gd,Gd,Gd,3.0,2.5,9,Fin,251000
32855824.0,7,Mitchel,Ex,Gd,Gd,2.0,1.5,6,RFn,239686
26316900.0,7,Mitchel,Ex,Gd,Gd,2.0,2.0,5,Fin,240000
22335076.0,6,Mitchel,Ex,TA,Gd,2.0,2.5,8,Fin,215000
7584516.0,6,Mitchel,TA,TA,TA,1.0,1.0,32,Unf,156450
12467961.0,6,Mitchel,Gd,TA,TA,2.0,1.5,32,RFn,173000
12027024.0,5,Mitchel,,TA,Gd,2.0,2.0,32,Unf,126000
13118884.0,7,Mitchel,Gd,TA,Gd,2.0,2.0,19,Unf,173000
22771984.0,5,Mitchel,Gd,TA,TA,2.0,2.0,18,Unf,152000
12299049.0,6,Timber,TA,TA,Gd,2.0,1.0,51,RFn,137500
23619600.0,9,Timber,Ex,Gd,Ex,3.0,2.0,2,Fin,315500
17892900.0,7,Timber,Ex,TA,Gd,2.0,2.5,0,RFn,224500
39212644.0,9,Timber,Ex,Ex,Ex,3.0,2.0,1,Fin,410000
24235929.0,9,Timber,Ex,Ex,Ex,3.0,2.0,1,Fin,316500
19342404.0,8,Timber,Gd,Gd,Gd,3.0,2.0,2,Fin,201000
17774656.0,6,Timber,Gd,TA,Gd,2.0,2.0,21,Unf,175000
26894596.0,6,Timber,Gd,TA,Gd,2.0,2.5,29,Fin,204000
21187609.0,7,Timber,Gd,TA,Gd,2.0,2.5,22,Fin,213500
14891881.0,8,Timber,Ex,Gd,Gd,2.0,2.0,8,Fin,220000
24403600.0,7,Timber,Gd,Gd,Gd,2.0,2.5,6,Fin,170000
30404196.0,9,Timber,Ex,Ex,Ex,3.0,2.0,3,Fin,315000
35212356.0,9,Timber,Ex,Ex,Ex,3.0,2.0,2,Fin,425000
9144576.0,5,Mitchel,TA,TA,Gd,1.0,1.0,41,Unf,139500
12545764.0,5,Mitchel,,TA,TA,2.0,1.0,49,Unf,115000
13046544.0,6,Mitchel,Ex,TA,TA,2.0,2.0,11,Fin,162000
13483584.0,6,Mitchel,Ex,TA,TA,2.0,2.0,10,Fin,165000
5943844.0,4,MeadowV,Gd,TA,TA,1.0,1.0,36,Unf,91000
6822544.0,5,Mitchel,TA,TA,TA,1.0,1.0,41,RFn,130000
3572100.0,4,MeadowV,Gd,TA,Gd,1.0,1.0,39,Unf,86000
15968016.0,5,Mitchel,TA,TA,TA,2.0,2.0,40,Unf,160000
3572100.0,4,MeadowV,Gd,TA,TA,1.0,1.0,39,Unf,80000
10458756.0,4,MeadowV,TA,TA,TA,0.0,1.5,39,,97000
7452900.0,4,MeadowV,TA,TA,TA,1.0,1.5,39,RFn,88000
5702544.0,5,Mitchel,Gd,TA,TA,1.0,1.0,37,Unf,131900
6584356.0,6,Mitchel,Gd,TA,TA,1.0,1.0,16,Fin,131250
11002489.0,5,Mitchel,Gd,TA,Gd,2.0,1.0,31,Fin,165500
6245001.0,5,Mitchel,TA,TA,TA,0.0,1.0,24,,112000
6728836.0,5,Mitchel,Gd,TA,TA,2.0,1.0,17,Unf,149000
12390400.0,5,Mitchel,Gd,TA,TA,2.0,1.5,16,Unf,143000
10227204.0,5,Mitchel,Gd,TA,TA,2.0,1.5,17,Unf,130000
22099401.0,6,Mitchel,TA,TA,Gd,2.0,2.0,32,RFn,196000
16386304.0,5,Mitchel,TA,Gd,TA,2.0,1.5,40,RFn,173000
16096144.0,6,NAmes,Gd,Ex,TA,2.0,1.0,50,Unf,176500
29582721.0,6,NAmes,TA,TA,TA,2.0,2.5,38,Fin,237500
26790976.0,6,NAmes,Fa,TA,TA,2.0,2.5,39,Unf,206900
17089956.0,6,Gilbert,TA,TA,TA,2.0,2.5,11,Fin,187500
13104400.0,6,Gilbert,Gd,TA,TA,2.0,2.5,13,Fin,165000
17089956.0,6,Gilbert,Gd,TA,TA,2.0,2.5,10,Fin,195500
17799961.0,6,Gilbert,Gd,TA,TA,2.0,2.5,10,Fin,192000
17539344.0,6,Gilbert,Gd,TA,TA,2.0,2.5,12,Fin,173000
16941456.0,5,Gilbert,Gd,Gd,Gd,2.0,2.0,12,Unf,177900
13111641.0,7,Gilbert,Gd,TA,TA,2.0,2.5,12,Unf,175000
22838841.0,8,StoneBr,Ex,Gd,Ex,2.0,1.5,7,Fin,286000
25280784.0,8,StoneBr,Ex,Gd,Gd,2.0,1.5,11,Fin,247900
16088121.0,8,StoneBr,Gd,Gd,Gd,2.0,2.0,15,RFn,180000
14745600.0,8,StoneBr,Gd,Gd,Gd,2.0,2.0,16,RFn,180000
17089956.0,6,Gilbert,Gd,TA,TA,2.0,2.5,11,Fin,181000
17623204.0,6,Gilbert,Gd,TA,TA,2.0,2.5,10,Fin,183000
16719921.0,6,Gilbert,Gd,TA,TA,2.0,2.5,13,Fin,188000
20268004.0,7,Gilbert,Gd,Gd,Gd,2.0,2.5,14,Fin,194500
18096516.0,6,Gilbert,Gd,TA,Gd,2.0,2.5,17,Fin,185000
13571856.0,8,StoneBr,Gd,Gd,Gd,2.0,2.0,20,Fin,189000
16088121.0,8,StoneBr,Gd,Gd,Gd,2.0,2.0,19,RFn,188500
38044224.0,8,StoneBr,Ex,Gd,Ex,3.0,3.5,3,Fin,355000
37576900.0,9,StoneBr,Gd,Gd,Ex,3.0,2.5,3,Fin,325000
31945104.0,9,StoneBr,Ex,Ex,Ex,3.0,2.0,4,Fin,387000
20976400.0,6,Gilbert,TA,TA,TA,2.0,1.0,56,Unf,115000
26316900.0,9,StoneBr,Ex,Ex,Ex,2.0,2.0,1,RFn,334000
19927296.0,6,Gilbert,TA,TA,TA,2.0,2.5,58,RFn,133000
24770529.0,7,NWAmes,Gd,TA,TA,2.0,2.5,22,Fin,215000
25512601.0,7,NWAmes,Gd,Gd,Ex,2.0,2.0,20,RFn,226500
18198756.0,6,NWAmes,Gd,TA,Gd,2.0,2.0,27,Fin,175500
14288400.0,7,NWAmes,Gd,Gd,TA,2.0,2.0,25,Unf,181900
38142976.0,7,NWAmes,Gd,Gd,Gd,2.0,2.0,30,Fin,235000
